charger_id,start_time_mean,start_time_std,con_dur_mean,con_dur_std,start_time_mean_h,cluster
083f7321-7fc1-457e-b1d3-60008a3a0ab1,54075.42105263158,12944.045273159183,14.771459064327486,11.318716314742023,15.02095029239766,1
1239bc55-e66e-43c2-ae86-2073c9f5df83,47966.721649484534,13398.878555951262,1353.4982073310425,13169.499024852976,13.324089347079036,0
12e31b6c-969b-4a0a-b8ad-9be5eb2e5f64,39321.1935483871,9551.835818606289,8.505458937198068,7.532589111909732,10.922553763440861,1
13ab39f6-574c-4065-860b-36145cd86e03,37259.153846153844,11336.433172076537,2.0768467643467643,2.05034264190167,10.349764957264957,1
14733b1c-6f7c-4b7a-8075-c3de0f155762,42987.61855670103,10471.95998691595,14.267757731958763,19.320290696006655,11.941005154639175,1
18970a62-9803-4e39-b447-d5be93bf1bb3,44121.68965517241,7938.007724556852,3.1964341085271317,6.4572583588969685,12.25602490421456,1
1dbc0855-b972-4c4e-86f3-06c6f2554f5c,40775.48314606742,10649.606541080584,1476.8386360799002,13827.770909925744,11.326523096129838,0
24e99152-102f-498e-8b20-067da9e8f1f6,45509.49462365591,13326.21470654222,16.594877538829152,19.768566791718317,12.641526284348865,1
2b50c517-9269-49f2-8737-9c8ebed26084,34111.52525252525,7996.318846109222,3.033358585858586,3.4473483407038716,9.475423681257015,1
2b99c52f-248a-4477-82c7-961bfa93283c,39790.47619047619,14962.705157354807,46.756987951807226,55.60738489205075,11.052910052910052,1
2c3ef44b-826e-43c4-9196-b4bff97c141c,43209.27027027027,13725.73771618716,3.6144044044044046,4.539938726343629,12.002575075075075,1
2d5cda8c-74d8-4566-97e3-5a5a25c81139,38774.666666666664,7955.123301468874,4.028349116161616,4.47680802073962,10.77074074074074,1
30e9e67b-bab2-4731-8c43-e4e5839d75fd,44659.03370786517,10407.2900623569,4.542002314814814,9.399245526454003,12.405287141073659,1
32b69085-f46d-4607-903b-6e16ad64acea,46928.865979381444,8994.235163690577,21.673093171296298,16.634744731144437,13.035796105383735,1
34a78b9a-80b5-40f2-aea8-bf32aa8d8a1a,39443.56701030928,13213.161087140867,8.213532986111112,7.491814036750121,10.956546391752576,1
3cbd2eab-f042-461c-9280-541e4f88c5e0,46958.596153846156,8782.22057143989,1305.103613782051,13229.516433020885,13.044054487179487,0
42caa860-48a0-4249-8aec-394f50eee6cd,47636.08045977011,11169.138807569418,9.382595785440614,8.842585789254795,13.232244572158365,1
42d5717d-feb5-49a3-a7d9-9feb19f841e2,37046.30693069307,9461.268765596475,4.354713888888889,4.783042375807746,10.290640814081408,1
478d7741-5a98-4a2d-bde9-54665320f395,41175.930693069306,15016.948334636718,10.76346088435374,9.906317249819278,11.437758525852585,1
49699d21-6134-4d70-95da-4ff60f07e5fb,41127.35398230088,9269.195412109048,2.5759005847953214,3.4878806286541577,11.424264995083579,1
4b445753-65b1-461c-9c59-ce2856fecebe,50044.307692307695,14720.221153752565,10.811947496947496,9.142507126388285,13.901196581196581,1
4bd88e02-c935-43ba-b7f1-89b9957ffcbb,42741.5,14022.435295460797,1444.5592240338165,13649.319493711386,11.872638888888888,0
4c1a350f-ad4e-43bf-bfd8-661d7cd5e767,38658.57142857143,13090.512394540126,10.070704545454545,12.302197635059025,10.738492063492064,1
4d38419e-1ebb-4d11-bc61-48b6d50a5f73,42424.23,16945.059070005023,2.5098849607182943,2.517580085013748,11.784508333333335,1
