electkwh,PV_generation,chargekwh,h_countdown,soc_ev,month,day,hour
0.191,0.0,,-1.0,1.0,11,1,0
0.192,0.0,,-1.0,1.0,11,1,1
0.188,0.0,,-1.0,1.0,11,1,2
0.192,0.0,,-1.0,1.0,11,1,3
0.33299999999999996,0.0,,-1.0,1.0,11,1,4
0.25,0.0,,-1.0,1.0,11,1,5
0.258,0.006,,-1.0,1.0,11,1,6
0.22999999999999998,0.037,,-1.0,1.0,11,1,7
0.399,0.47,,-1.0,1.0,11,1,8
0.383,0.6890000000000001,,-1.0,1.0,11,1,9
0.201,1.035,,-1.0,1.0,11,1,10
0.551,0.858,,-1.0,1.0,11,1,11
0.255,0.75,,-1.0,1.0,11,1,12
0.199,0.757,,-1.0,1.0,11,1,13
0.189,0.255,,-1.0,1.0,11,1,14
0.193,0.008,,-1.0,1.0,11,1,15
0.275,0.0,,-1.0,1.0,11,1,16
0.5569999999999999,0.0,,-1.0,1.0,11,1,17
0.408,0.0,,-1.0,1.0,11,1,18
0.198,0.0,,-1.0,1.0,11,1,19
0.197,0.0,,-1.0,1.0,11,1,20
0.20500000000000002,0.0,,-1.0,1.0,11,1,21
0.198,0.0,,-1.0,1.0,11,1,22
0.194,0.0,,-1.0,1.0,11,1,23
0.195,0.0,,-1.0,1.0,11,2,0
0.197,0.0,,-1.0,1.0,11,2,1
0.198,0.0,,-1.0,1.0,11,2,2
0.252,0.0,,-1.0,1.0,11,2,3
0.38200000000000006,0.0,,-1.0,1.0,11,2,4
0.227,0.0,,-1.0,1.0,11,2,5
0.22899999999999998,0.032,,-1.0,1.0,11,2,6
0.244,0.45999999999999996,,-1.0,1.0,11,2,7
0.21899999999999997,1.127,,-1.0,1.0,11,2,8
0.181,1.5050000000000001,,-1.0,1.0,11,2,9
0.21599999999999997,2.16,,-1.0,1.0,11,2,10
0.211,1.8730000000000002,,-1.0,1.0,11,2,11
0.189,1.4620000000000002,,-1.0,1.0,11,2,12
0.29100000000000004,1.7169999999999999,,-1.0,1.0,11,2,13
0.288,0.6779999999999999,,-1.0,1.0,11,2,14
0.338,0.06999999999999999,,-1.0,1.0,11,2,15
0.604,0.0,,-1.0,1.0,11,2,16
0.533,0.0,,-1.0,1.0,11,2,17
0.535,0.0,,-1.0,1.0,11,2,18
0.6040000000000001,0.0,,-1.0,1.0,11,2,19
0.39499999999999996,0.0,,-1.0,1.0,11,2,20
