electkwh,PV_generation,chargekwh,h_countdown,soc_ev,month,day,hour
0.6900000000000001,0.0,,-1.0,1.0,11,1,0
0.615,0.0,,-1.0,1.0,11,1,1
0.604,0.0,,-1.0,1.0,11,1,2
0.582,0.0,,-1.0,1.0,11,1,3
0.688,0.0,,-1.0,1.0,11,1,4
0.687,0.0,,-1.0,1.0,11,1,5
0.771,0.047,,-1.0,1.0,11,1,6
1.808,0.554,,-1.0,1.0,11,1,7
2.175,2.2270000000000003,,-1.0,1.0,11,1,8
2.671,4.202,,-1.0,1.0,11,1,9
2.391,6.7829999999999995,,-1.0,1.0,11,1,10
2.109,5.542,,-1.0,1.0,11,1,11
2.86,2.632,,-1.0,1.0,11,1,12
2.1690000000000005,1.1760000000000002,,-1.0,1.0,11,1,13
2.255,0.391,,-1.0,1.0,11,1,14
1.682,0.026000000000000002,,-1.0,1.0,11,1,15
2.91,0.0,,-1.0,1.0,11,1,16
1.835,0.0,,-1.0,1.0,11,1,17
1.81,0.0,,-1.0,1.0,11,1,18
1.276,0.0,,-1.0,1.0,11,1,19
0.827,0.0,,-1.0,1.0,11,1,20
0.898,0.0,,-1.0,1.0,11,1,21
0.7590000000000001,0.0,,-1.0,1.0,11,1,22
0.642,0.0,,-1.0,1.0,11,1,23
0.598,0.0,,-1.0,1.0,11,2,0
0.6,0.0,,-1.0,1.0,11,2,1
0.612,0.0,,-1.0,1.0,11,2,2
0.624,0.0,,-1.0,1.0,11,2,3
0.7200000000000001,0.0,,-1.0,1.0,11,2,4
0.708,0.0,,-1.0,1.0,11,2,5
0.73,0.025,,-1.0,1.0,11,2,6
1.36,0.39899999999999997,,-1.0,1.0,11,2,7
1.758,2.05,,-1.0,1.0,11,2,8
2.7779999999999996,1.646,,-1.0,1.0,11,2,9
2.201,1.264,,-1.0,1.0,11,2,10
1.65,0.612,,-1.0,1.0,11,2,11
1.6219999999999999,1.7579999999999998,,-1.0,1.0,11,2,12
1.602,1.1549999999999998,,-1.0,1.0,11,2,13
1.573,0.45200000000000007,,-1.0,1.0,11,2,14
1.661,0.026000000000000002,,-1.0,1.0,11,2,15
1.871,0.012,,-1.0,1.0,11,2,16
1.836,0.012,,-1.0,1.0,11,2,17
1.7630000000000001,0.012,,-1.0,1.0,11,2,18
1.3350000000000002,0.01,,-1.0,1.0,11,2,19
