electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour
0.163,0.0,0.0,1.615,0.0,8,8,17
0.9840000000000001,0.0,0.0,0.8380000000000001,0.0,8,8,18
1.031,0.0,0.0,0.109,0.0,8,8,19
0.472,0.0,0.0,0.0,0.0,8,8,20
0.178,0.0,0.0,0.0,0.0,8,8,21
0.13999999999999999,0.0,0.0,0.0,0.0,8,8,22
0.14400000000000002,0.0,0.0,0.0,0.0,8,8,23
0.136,0.0,0.0,0.0,0.0,8,9,0
0.138,0.0,0.0,0.0,0.0,8,9,1
0.139,0.0,0.0,0.0,0.0,8,9,2
0.138,0.0,0.0,0.0,0.0,8,9,3
0.138,0.0,0.0,0.0,0.0,8,9,4
0.128,0.0,0.0,0.249,0.0,8,9,5
0.42200000000000004,0.0,0.0,1.236,0.0,8,9,6
0.121,0.0,0.0,2.608,0.0,8,9,7
2.7319999999999998,0.0,0.0,4.082,0.0,8,9,8
0.37900000000000006,0.0,0.0,5.493,0.0,8,9,9
0.026,0.0,0.0,6.595999999999999,0.0,8,9,10
4.276,0.0,0.0,6.818,0.0,8,9,11
6.963,0.0,0.0,7.282,0.0,8,9,12
1.9789999999999999,0.0,0.0,6.508,0.0,8,9,13
0.071,0.0,0.0,4.5489999999999995,0.0,8,9,14
0.051,0.0,0.0,3.51,0.0,8,9,15
0.056999999999999995,0.0,0.0,2.077,0.0,8,9,16
0.05500000000000001,0.0,0.0,2.319,0.0,8,9,17
0.10400000000000001,0.0,0.0,0.672,0.0,8,9,18
0.266,0.0,0.0,0.027999999999999997,0.0,8,9,19
0.391,0.0,0.0,0.0,0.0,8,9,20
0.157,0.0,0.0,0.0,0.0,8,9,21
0.14700000000000002,0.0,0.0,0.0,0.0,8,9,22
0.123,0.0,0.0,0.0,0.0,8,9,23
0.09899999999999999,0.0,0.0,0.0,0.0,8,10,0
0.098,0.0,0.0,0.0,0.0,8,10,1
0.118,0.0,0.0,0.0,0.0,8,10,2
0.167,0.0,0.0,0.0,0.0,8,10,3
0.192,0.0,0.0,0.0,0.0,8,10,4
0.143,0.0,0.0,0.127,0.0,8,10,5
0.4179999999999999,0.0,0.0,0.792,0.0,8,10,6
0.328,0.0,0.0,1.173,0.0,8,10,7
2.4709999999999996,0.0,0.0,1.804,0.0,8,10,8
0.379,0.0,0.0,4.191,0.0,8,10,9
0.29200000000000004,0.0,0.0,3.0829999999999997,0.0,8,10,10
0.6449999999999999,0.0,0.0,5.078,0.0,8,10,11
0.112,0.0,0.0,6.428,0.0,8,10,12
0.15600000000000003,0.0,0.0,5.458,0.0,8,10,13
0.067,0.0,0.0,4.343,0.0,8,10,14
0.181,0.0,0.0,3.1420000000000003,0.0,8,10,15
2.929,0.0,0.0,2.715,0.0,8,10,16
4.342,0.0,0.0,1.6430000000000002,0.0,8,10,17
1.82,0.0,0.0,0.74,0.0,8,10,18
0.279,0.0,0.0,0.062,0.0,8,10,19
0.34099999999999997,0.0,0.0,0.0,0.0,8,10,20
0.09800000000000002,0.0,0.0,0.0,0.0,8,10,21
0.101,0.0,0.0,0.0,0.0,8,10,22
0.102,0.0,0.0,0.0,0.0,8,10,23
0.1,0.0,0.0,0.0,0.0,8,11,0
0.10200000000000001,0.0,0.0,0.0,0.0,8,11,1
0.11000000000000001,0.0,0.0,0.0,0.0,8,11,2
0.139,0.0,0.0,0.0,0.0,8,11,3
0.133,0.0,0.0,0.0,0.0,8,11,4
0.421,0.0,0.0,0.152,0.0,8,11,5
0.424,0.0,0.0,0.871,0.0,8,11,6
0.306,0.0,0.0,2.696,0.0,8,11,7
0.265,0.0,0.0,4.026,0.0,8,11,8
1.478,0.0,0.0,4.897,0.0,8,11,9
0.12100000000000001,0.0,0.0,4.127,0.0,8,11,10
4.126,0.0,0.0,3.452,0.0,8,11,11
4.645,0.0,0.0,2.979,0.0,8,11,12
4.439,0.0,0.0,5.244,0.0,8,11,13
4.4510000000000005,0.0,0.0,5.23,0.0,8,11,14
3.528,0.0,0.0,4.026,0.0,8,11,15
0.121,0.0,0.0,1.655,0.0,8,11,16
0.195,0.0,0.0,1.355,0.0,8,11,17
0.094,0.0,0.0,0.53,0.0,8,11,18
0.089,0.0,0.0,0.048,0.0,8,11,19
0.20700000000000002,0.0,0.0,0.0,0.0,8,11,20
0.392,0.0,0.0,0.0,0.0,8,11,21
0.158,0.0,0.0,0.0,0.0,8,11,22
0.157,0.0,0.0,0.0,0.0,8,11,23
0.154,0.0,0.0,0.0,0.0,8,12,0
0.146,0.0,0.0,0.0,0.0,8,12,1
0.11399999999999999,0.0,0.0,0.0,0.0,8,12,2
0.10400000000000001,0.0,0.0,0.0,0.0,8,12,3
0.10799999999999998,0.0,0.0,0.0,0.0,8,12,4
0.44400000000000006,0.0,0.0,0.139,0.0,8,12,5
0.21,0.0,0.0,1.1580000000000001,0.0,8,12,6
0.113,0.0,0.0,2.471,0.0,8,12,7
1.544,0.0,0.0,3.693,0.0,8,12,8
0.055,0.0,0.0,4.896,0.0,8,12,9
0.073,0.0,0.0,6.0920000000000005,0.0,8,12,10
0.167,0.0,0.0,6.471,0.0,8,12,11
0.255,0.0,0.0,5.493999999999999,0.0,8,12,12
4.5329999999999995,0.0,0.0,5.289,0.0,8,12,13
5.8260000000000005,0.0,0.0,4.946000000000001,0.0,8,12,14
0.34400000000000003,0.0,0.0,4.108,0.0,8,12,15
5.814,0.0,0.0,2.8890000000000002,0.0,8,12,16
3.988,0.0,0.0,1.785,0.0,8,12,17
0.305,0.0,0.0,0.623,0.0,8,12,18
0.899,0.0,0.0,0.048,0.0,8,12,19
0.364,0.0,0.0,0.0,0.0,8,12,20
0.262,0.0,0.0,0.0,0.0,8,12,21
0.13999999999999999,0.0,0.0,0.0,0.0,8,12,22
0.14,0.0,0.0,0.0,0.0,8,12,23
0.11499999999999999,0.0,0.0,0.0,0.0,8,13,0
0.094,0.0,0.0,0.0,0.0,8,13,1
0.098,0.0,0.0,0.0,0.0,8,13,2
0.104,0.0,0.0,0.0,0.0,8,13,3
0.135,0.0,0.0,0.0,0.0,8,13,4
0.149,0.0,0.0,0.176,0.0,8,13,5
0.42099999999999993,0.0,0.0,0.7769999999999999,0.0,8,13,6
0.123,0.0,0.0,0.545,0.0,8,13,7
2.4400000000000004,0.0,0.0,1.146,0.0,8,13,8
0.123,0.0,0.0,4.896,0.0,8,13,9
0.147,0.0,0.0,5.43,0.0,8,13,10
0.30800000000000005,0.0,0.0,5.96,0.0,8,13,11
0.11400000000000002,0.0,0.0,5.668000000000001,0.0,8,13,12
0.062,0.0,0.0,5.412,0.0,8,13,13
5.7860000000000005,0.0,0.0,4.617999999999999,0.0,8,13,14
3.484,0.0,0.0,4.57,0.0,8,13,15
0.7929999999999999,0.0,0.0,3.052,0.0,8,13,16
1.018,0.0,0.0,1.591,0.0,8,13,17
1.7590000000000001,0.0,0.0,0.621,0.0,8,13,18
1.004,0.0,0.0,0.049,0.0,8,13,19
0.607,0.0,0.0,0.0,0.0,8,13,20
0.36800000000000005,0.0,0.0,0.0,0.0,8,13,21
0.385,0.0,0.0,0.0,0.0,8,13,22
0.368,0.0,0.0,0.0,0.0,8,13,23
0.366,0.0,0.0,0.0,0.0,8,14,0
0.372,0.0,0.0,0.0,0.0,8,14,1
0.40599999999999997,0.0,0.0,0.0,0.0,8,14,2
0.311,0.0,0.0,0.0,0.0,8,14,3
0.247,0.0,0.0,0.0,0.0,8,14,4
0.5489999999999999,0.0,0.0,0.113,0.0,8,14,5
0.7500000000000001,0.0,0.0,1.054,0.0,8,14,6
0.31200000000000006,0.0,0.0,2.538,0.0,8,14,7
1.508,0.0,0.0,4.052,0.0,8,14,8
0.105,0.0,0.0,5.235,0.0,8,14,9
0.28700000000000003,0.0,0.0,6.152,0.0,8,14,10
0.08499999999999999,0.0,0.0,6.3260000000000005,0.0,8,14,11
0.09100000000000001,0.0,0.0,6.68,0.0,8,14,12
0.20700000000000002,0.0,0.0,6.395,0.0,8,14,13
0.30200000000000005,0.0,0.0,5.806,0.0,8,14,14
0.259,0.0,0.0,4.731,0.0,8,14,15
0.28900000000000003,0.0,0.0,3.311,0.0,8,14,16
0.376,0.0,0.0,1.6309999999999998,0.0,8,14,17
0.28400000000000003,0.0,0.0,0.5469999999999999,0.0,8,14,18
0.28,0.0,0.0,0.038,0.0,8,14,19
0.33299999999999996,0.0,0.0,0.0,0.0,8,14,20
0.383,0.0,0.0,0.0,0.0,8,14,21
0.346,0.0,0.0,0.0,0.0,8,14,22
0.397,0.0,0.0,0.0,0.0,8,14,23
0.369,0.0,0.0,0.0,0.0,8,15,0
0.366,0.0,0.0,0.0,0.0,8,15,1
