electkwh,PV_generation,chargekwh,h_countdown,soc_ev,month,day,hour
0.281,0.0,0.0,62.0,0.769426294754504,11,1,0
0.297,0.0,0.0,61.0,0.769426294754504,11,1,1
0.538981196581197,0.002,5.197018803418803,60.0,0.769426294754504,11,1,2
0.25524444444444444,0.0,0.05475555555555556,59.0,0.8352173675191894,11,1,3
0.33599999999999997,0.0,0.0,58.0,0.8359105392924869,11,1,4
0.319,0.0,0.0,57.0,0.8359105392924869,11,1,5
0.334,0.14600000000000002,0.0,56.0,0.8359105392924869,11,1,6
0.342,0.5569999999999999,0.0,55.0,0.8359105392924869,11,1,7
0.345,1.039,0.0,54.0,0.8359105392924869,11,1,8
0.32099999999999995,1.117,0.0,53.0,0.8359105392924869,11,1,9
0.322,1.221,0.0,52.0,0.8359105392924869,11,1,10
0.305,1.1219999999999999,0.0,51.0,0.8359105392924869,11,1,11
0.32000000000000006,1.263,0.0,50.0,0.8359105392924869,11,1,12
0.394,0.787,0.0,49.0,0.8359105392924869,11,1,13
0.379,0.461,0.0,48.0,0.8359105392924869,11,1,14
0.329,0.12299999999999998,0.0,47.0,0.8359105392924869,11,1,15
0.308,0.0,0.0,46.0,0.8359105392924869,11,1,16
0.316,0.0,0.0,45.0,0.8359105392924869,11,1,17
0.33599999999999997,0.0,0.0,44.0,0.8359105392924869,11,1,18
0.346,0.0,0.0,43.0,0.8359105392924869,11,1,19
0.346,0.0,0.0,42.0,0.8359105392924869,11,1,20
0.354,0.0,0.0,41.0,0.8359105392924869,11,1,21
0.33799999999999997,0.0,0.0,40.0,0.8359105392924869,11,1,22
0.322,0.0,0.0,39.0,0.8359105392924869,11,1,23
0.31499999999999995,0.0,0.0,38.0,0.8359105392924869,11,2,0
0.304,0.0,0.0,37.0,0.8359105392924869,11,2,1
0.5553008547008549,0.002,5.231699145299145,36.0,0.8359105392924869,11,2,2
0.27288888888888885,0.0,0.055111111111111104,35.0,0.9021406439295706,11,2,3
0.355,0.0,0.0,34.0,0.9028383168182792,11,2,4
0.364,0.0,0.0,33.0,0.9028383168182792,11,2,5
0.321,0.327,0.0,32.0,0.9028383168182792,11,2,6
0.321,0.811,0.0,31.0,0.9028383168182792,11,2,7
0.29200000000000004,1.721,0.0,30.0,0.9028383168182792,11,2,8
0.29100000000000004,2.273,0.0,29.0,0.9028383168182792,11,2,9
0.293,3.137,0.0,28.0,0.9028383168182792,11,2,10
0.3337948717948718,3.51,0.7002051282051283,27.0,0.9028383168182792,11,2,11
0.3112273504273505,3.2070000000000003,0.9167726495726495,26.0,0.9117024845810829,11,2,12
0.294,2.3049999999999997,0.0,25.0,0.9233082644287584,11,2,13
0.293,1.7990000000000002,0.0,24.0,0.9233082644287584,11,2,14
0.308,0.19099999999999998,0.0,23.0,0.9233082644287584,11,2,15
0.326,0.0,0.0,22.0,0.9233082644287584,11,2,16
0.383,0.0,0.0,21.0,0.9233082644287584,11,2,17
1.407,0.0,0.0,20.0,0.9233082644287584,11,2,18
1.146,0.0,0.0,19.0,0.9233082644287584,11,2,19
0.9829999999999999,0.0,0.0,18.0,0.9233082644287584,11,2,20
0.8949999999999999,0.0,0.0,17.0,0.9233082644287584,11,2,21
0.8680000000000001,0.0,0.0,16.0,0.9233082644287584,11,2,22
0.7270000000000001,0.0,0.0,15.0,0.9233082644287584,11,2,23
0.324,0.0,0.0,14.0,0.9233082644287584,11,3,0
0.275,0.0,0.0,13.0,0.9233082644287584,11,3,1
0.5923076923076929,0.002,5.187692307692307,12.0,0.9233082644287584,11,3,2
0.189,0.0,0.8704,11.0,0.9889812694738161,11,3,3
0.34099999999999997,0.0,0.0,10.0,1.0,11,3,4
0.33399999999999996,0.0,0.0,9.0,1.0,11,3,5
0.875,0.0,0.0,8.0,1.0,11,3,6
1.3490000000000002,0.119,0.0,7.0,1.0,11,3,7
1.0710000000000002,0.317,0.0,6.0,1.0,11,3,8
0.567,0.805,0.0,5.0,1.0,11,3,9
1.275,1.348,0.0,4.0,1.0,11,3,10
1.65,0.686,0.0,3.0,1.0,11,3,11
2.286,0.8500000000000001,0.0,2.0,1.0,11,3,12
0.821,0.8769999999999999,0.0,1.0,1.0,11,3,13
0.577,0.314,0.0,0.0,1.0,11,3,14
1.327,0.018000000000000002,,-1.0,1.0,11,3,15
1.33,0.0,,-1.0,1.0,11,3,16
0.758,0.0,,-1.0,1.0,11,3,17
0.773,0.0,,-1.0,1.0,11,3,18
0.88,0.0,,-1.0,1.0,11,3,19
0.909,0.0,,-1.0,1.0,11,3,20
0.924,0.0,,-1.0,1.0,11,3,21
0.8059999999999999,0.0,,-1.0,1.0,11,3,22
0.7200000000000001,0.0,,-1.0,1.0,11,3,23
0.35000000000000003,0.0,,-1.0,1.0,11,4,0
0.337,0.0,,-1.0,1.0,11,4,1
0.33399999999999996,0.0,,-1.0,1.0,11,4,2
0.31799999999999995,0.0,,-1.0,1.0,11,4,3
0.33399999999999996,0.0,,-1.0,1.0,11,4,4
0.33699999999999997,0.0,,-1.0,1.0,11,4,5
0.62,0.038,,-1.0,1.0,11,4,6
0.56,0.113,,-1.0,1.0,11,4,7
0.485,0.32699999999999996,,-1.0,1.0,11,4,8
0.45999999999999996,0.8680000000000001,,-1.0,1.0,11,4,9
1.206,1.05,,-1.0,1.0,11,4,10
1.05,0.6950000000000001,,-1.0,1.0,11,4,11
1.219,1.454,,-1.0,1.0,11,4,12
0.8130000000000001,0.656,,-1.0,1.0,11,4,13
0.702,0.27499999999999997,,-1.0,1.0,11,4,14
0.819,0.007,,-1.0,1.0,11,4,15
0.8320000000000001,0.0,,-1.0,1.0,11,4,16
1.032,0.0,,-1.0,1.0,11,4,17
0.888,0.0,,-1.0,1.0,11,4,18
0.623,0.0,,-1.0,1.0,11,4,19
0.853,0.0,,-1.0,1.0,11,4,20
0.7430000000000001,0.0,,-1.0,1.0,11,4,21
0.833,0.0,,-1.0,1.0,11,4,22
0.861,0.0,,-1.0,1.0,11,4,23
