timestamp,serial,charger_id_org,transaction_id,e_production,e_consumption,e_charger,charger_id,h_countdown,soc_ev
2020-11-01 01:00:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,63.0,,8,-1.0,1.0
2020-11-01 01:15:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,121.0,,8,-1.0,1.0
2020-11-01 01:30:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,478.0,,8,-1.0,1.0
2020-11-01 01:45:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,476.0,,8,-1.0,1.0
2020-11-01 02:00:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,478.0,,8,-1.0,1.0
2020-11-01 02:15:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,426.0,,8,-1.0,1.0
2020-11-01 02:30:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,77.0,,8,-1.0,1.0
2020-11-01 02:45:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,74.0,,8,-1.0,1.0
2020-11-01 03:00:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,62.0,,8,-1.0,1.0
2020-11-01 03:15:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,52.0,,8,-1.0,1.0
2020-11-01 03:30:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,58.0,,8,-1.0,1.0
2020-11-01 03:45:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,51.0,,8,-1.0,1.0
2020-11-01 04:00:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,74.0,,8,-1.0,1.0
2020-11-01 04:15:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,70.0,,8,-1.0,1.0
2020-11-01 04:30:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,69.0,,8,-1.0,1.0
2020-11-01 04:45:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,52.0,,8,-1.0,1.0
2020-11-01 05:00:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,38.0,,8,-1.0,1.0
2020-11-01 05:15:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,62.0,,8,-1.0,1.0
2020-11-01 05:30:00+01:00,85603.0,9582980b-cb01-4d3b-98ef-679839daabdd,,0.0,73.0,,8,-1.0,1.0
