Soc_B,Soc_Ev,C_EV,profits,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_EV,GR_EV,B_EV,EXT_EV,month,day,hour,horizon
6.75,35.816,-1.0,-898.1609293690103,0.0,2.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,4319
4.37400802630985,35.816,-1.0,-898.1609293690103,0.0,1.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,1.0,4319
2.5517715429066112,35.816,-1.0,-898.1609293690103,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,2.0,4319
2.2801160423912243,35.816,-1.0,-898.1609293690103,0.0,2.16604525695904,0.05895474304096027,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,3.0,4319
0.0,35.816,-1.0,-898.1609293690103,0.0,0.0,2.057,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,4.0,4319
0.0,35.816,-1.0,-898.1609293690103,0.0,0.0,2.884,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,5.0,4319
0.0,35.816,-1.0,-898.1609293690103,0.578,0.0,0.9880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,6.0,4319
0.0,35.816,-1.0,-898.1609293690103,1.223,0.0,0.0,0.0,1.555,0.0,0.0,0.0,0.0,11.0,18.0,7.0,4319
0.0,35.816,-1.0,-898.1609293690103,1.667,0.0,0.0,0.0,1.921,0.0,0.0,0.0,0.0,11.0,18.0,8.0,4319
0.0,35.816,-1.0,-898.1609293690103,0.857,0.0,0.0,2.156079683026958,1.0549203169730417,0.0,0.0,0.0,0.0,11.0,18.0,9.0,4319
2.04827569887561,35.816,-1.0,-898.1609293690103,2.135,0.0,0.0,2.298,0.0,0.0,0.0,0.0,0.0,11.0,18.0,10.0,4319
4.231314250604644,35.816,-1.0,-898.1609293690103,0.763,0.0,0.0,3.3369999999999997,0.0,0.0,0.0,0.0,0.0,11.0,18.0,11.0,4319
7.401337311177127,35.816,-1.0,-898.1609293690103,0.274,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,11.0,18.0,12.0,4319
9.994615271057791,35.816,-1.0,-898.1609293690103,0.271,0.0,0.0,2.142,0.0,0.0,0.0,0.0,0.0,11.0,18.0,13.0,4319
12.02921543259966,35.816,-1.0,-898.1609293690103,0.269,0.0,0.0,1.533,0.0,0.0,0.0,0.0,0.0,11.0,18.0,14.0,4319
13.485204556136683,35.816,-1.0,-898.1609293690103,0.271,0.0,0.0,0.01599999999999996,0.0,0.0,0.0,0.0,0.0,11.0,18.0,15.0,4319
13.5,13.3436123526,15.0,-898.1609293690103,0.0,0.0,0.912,0.0,0.0,0.0,0.0,4.6,0.0,11.0,18.0,16.0,4319
8.657489736830001,17.9436123526,14.0,-898.1609293690103,0.0,0.0,2.82,0.0,0.0,0.0,0.0,4.6,0.0,11.0,18.0,17.0,4319
