Soc_B,Soc_Ev,C_EV,profits,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_EV,GR_EV,B_EV,EXT_EV,month,day,hour,horizon
4.5,37.207,-1.0,41.58579920735638,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,4319
4.11144394736745,37.207,-1.0,41.58579920735638,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,4319
3.6807942882584785,37.207,-1.0,41.58579920735638,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,2.0,4319
3.285947022323581,37.207,-1.0,41.58579920735638,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,3.0,4319
2.9300589702278113,37.207,-1.0,41.58579920735638,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,4.0,4319
2.561550015826205,37.207,-1.0,41.58579920735638,0.0,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,4319
2.1172626430088304,37.207,-1.0,41.58579920735638,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,4319
1.6750938619705402,37.207,-1.0,41.58579920735638,0.119,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,4319
1.3971488723118812,37.207,-1.0,41.58579920735638,0.386,0.0,0.0,0.18847088982853027,0.04352911017146971,0.0,0.0,0.0,0.0,11.0,16.0,8.0,4319
1.5761543031828158,37.207,-1.0,41.58579920735638,0.638,0.0,0.0,3.449,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,4319
4.852657018553721,37.207,-1.0,41.58579920735638,0.434,0.0,0.0,2.311,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,4319
7.047961438843165,37.207,-1.0,41.58579920735638,0.931,0.0,0.0,2.055,0.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,4319
9.0,37.207,-1.0,41.58579920735638,1.407,0.29899999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,4319
8.684993157893949,37.207,-1.0,41.58579920735638,0.378,1.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,4319
7.499469450201512,37.207,-1.0,41.58579920735638,0.326,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,4319
6.695033939800206,37.207,-1.0,41.58579920735638,0.023,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,4319
5.747464667727012,37.207,-1.0,41.58579920735638,0.0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,4319
5.206239612206681,37.207,-1.0,41.58579920735638,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,17.0,4319
4.765030793438266,37.207,-1.0,41.58579920735638,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,4319
4.323835210934413,37.207,-1.0,41.58579920735638,0.0,0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,19.0,4319
3.5373897064024344,37.207,-1.0,41.58579920735638,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,20.0,4319
2.8688625320779924,37.207,-1.0,41.58579920735638,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,21.0,4319
2.14246067672653,37.207,-1.0,41.58579920735638,0.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,22.0,4319
1.3760806134306285,37.207,-1.0,41.58579920735638,0.0,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,23.0,4319
0.9297235415374256,37.207,-1.0,41.58579920735638,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,4319
0.5928535445671796,37.207,-1.0,41.58579920735638,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,4319
0.24441470632839257,37.207,-1.0,41.58579920735638,0.0,0.23218700519226212,0.1668129948077379,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,2.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.358,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,3.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,4.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.402,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,5.0,4319
0.0,37.207,-1.0,41.58579920735638,0.057,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,4319
0.0,37.207,-1.0,41.58579920735638,0.43,0.0,0.26999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,7.0,4319
0.0,37.207,-1.0,41.58579920735638,0.486,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,11.0,17.0,8.0,4319
0.0,37.207,-1.0,41.58579920735638,0.372,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,11.0,17.0,9.0,4319
0.0,37.207,-1.0,41.58579920735638,0.343,0.0,0.0,0.0,4.285,0.0,0.0,0.0,0.0,11.0,17.0,10.0,4319
0.0,37.207,-1.0,41.58579920735638,0.349,0.0,0.0,2.724240421243952,1.1907595787560483,0.0,0.0,0.0,0.0,11.0,17.0,11.0,4319
2.5880284001817544,37.207,-1.0,41.58579920735638,0.304,0.0,0.0,3.961,0.0,0.0,0.0,0.0,0.0,11.0,17.0,12.0,4319
6.3509007593297495,37.207,-1.0,41.58579920735638,0.368,0.0,0.0,2.446,0.0,0.0,0.0,0.0,0.0,11.0,17.0,13.0,4319
8.67441023230697,37.207,-1.0,41.58579920735638,0.562,0.0,0.0,0.34299999999999997,0.0,0.0,0.0,0.0,0.0,11.0,17.0,14.0,4319
9.0,37.207,-1.0,41.58579920735638,0.081,0.27399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,15.0,4319
8.7113089473677,37.207,-1.0,41.58579920735638,0.0,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,4319
8.088942344939829,37.207,-1.0,41.58579920735638,0.0,1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,17.0,4319
6.915015466140232,37.207,-1.0,41.58579920735638,0.0,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,18.0,4319
6.004281699884498,37.207,-1.0,41.58579920735638,0.0,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,19.0,4319
5.15673315037875,37.207,-1.0,41.58579920735638,0.0,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,20.0,4319
4.332367922066389,37.207,-1.0,41.58579920735638,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,21.0,4319
3.705922161553477,37.207,-1.0,41.58579920735638,0.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,22.0,4319
3.2331794049400804,37.207,-1.0,41.58579920735638,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,23.0,4319
2.8330824095569325,37.207,-1.0,41.58579920735638,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,4319
2.4887868907679955,37.207,-1.0,41.58579920735638,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,1.0,4319
2.1381859113709223,37.207,-1.0,41.58579920735638,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,2.0,4319
1.7865428184242813,37.207,-1.0,41.58579920735638,0.0,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,3.0,4319
1.4485944852967787,37.207,-1.0,41.58579920735638,0.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,4.0,4319
1.1138141853561199,37.207,-1.0,41.58579920735638,0.0,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,5.0,4319
0.7411491919822591,37.207,-1.0,41.58579920735638,0.025,0.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,6.0,4319
0.13902169434709977,37.207,-1.0,41.58579920735638,1.065,0.1320666475111257,0.2499333524888744,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,7.0,4319
0.0,37.207,-1.0,41.58579920735638,0.613,0.0,0.0,0.0,2.7520000000000002,0.0,0.0,0.0,0.0,11.0,18.0,8.0,4319
0.0,37.207,-1.0,41.58579920735638,0.357,0.0,0.0,0.0,4.813,0.0,0.0,0.0,0.0,11.0,18.0,9.0,4319
0.0,37.207,-1.0,41.58579920735638,1.38,0.0,0.0,0.0,4.448,0.0,0.0,0.0,0.0,11.0,18.0,10.0,4319
0.0,37.207,-1.0,41.58579920735638,1.371,0.0,0.0,1.7759208741804378,2.6360791258195633,0.0,0.0,0.0,0.0,11.0,18.0,11.0,4319
1.6871248304714157,37.207,-1.0,41.58579920735638,0.75,0.0,0.0,4.337,0.0,0.0,0.0,0.0,0.0,11.0,18.0,12.0,4319
5.807224216726502,37.207,-1.0,41.58579920735638,0.918,0.0,0.0,3.3609999999999998,0.0,0.0,0.0,0.0,0.0,11.0,18.0,13.0,4319
9.0,37.207,-1.0,41.58579920735638,1.465,0.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,14.0,4319
8.2123615789454,37.207,-1.0,41.58579920735638,0.059,1.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,15.0,4319
6.911062576515832,37.207,-1.0,41.58579920735638,0.0,1.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,16.0,4319
5.8182236656884365,37.207,-1.0,41.58579920735638,0.0,1.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,17.0,4319
4.378049118974866,37.207,-1.0,41.58579920735638,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,18.0,4319
3.3200230406565474,37.207,-1.0,41.58579920735638,0.0,0.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,19.0,4319
2.455712913647378,37.207,-1.0,41.58579920735638,0.0,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,20.0,4319
1.5114287159418187,37.207,-1.0,41.58579920735638,0.0,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,21.0,4319
0.7176991625520405,37.207,-1.0,41.58579920735638,0.0,0.6817937499966013,0.18820625000339875,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,22.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.764,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,23.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.416,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,1.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,2.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,3.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,4.0,4319
0.0,37.207,-1.0,41.58579920735638,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,5.0,4319
0.0,37.207,-1.0,41.58579920735638,0.053,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,6.0,4319
0.0,37.207,-1.0,41.58579920735638,0.684,0.0,0.0,0.31499999999999995,0.0,0.0,0.0,0.0,0.0,11.0,19.0,7.0,4319
0.29924999999999996,37.207,-1.0,41.58579920735638,0.403,0.0,0.0,1.067,0.0,0.0,0.0,0.0,0.0,11.0,19.0,8.0,4319
1.3128910225,25.2196125377,3.0,41.58579920735638,0.694,0.0,0.061299145299000046,0.0,0.0,0.0,0.0,1.2472090539777407,0.0,11.0,19.0,9.0,4319
0.0,26.466821591677743,2.0,41.58579920735638,0.0,0.0,0.532902564103,0.0,0.0,1.017,0.0,0.0,0.0,11.0,19.0,10.0,4319
0.0,27.483821591677742,1.0,41.58579920735638,0.0,0.0,0.522068376068,0.0,0.0,0.779,0.0,0.0,0.0,11.0,19.0,11.0,4319
0.0,28.262821591677742,5.0,41.58579920735638,0.0,0.0,0.60041025641,0.0,0.0,0.377,0.0,0.0,0.0,11.0,19.0,12.0,4319
0.0,28.63982159167774,4.0,41.58579920735638,0.065,0.0,0.300025641026,0.0,0.0,0.0,8.532178408322263,0.0,0.0,11.0,19.0,13.0,4319
0.0,37.172000000000004,3.0,41.58579920735638,0.0,0.0,0.776,0.0,0.0,0.035,0.0,0.0,0.0,11.0,19.0,14.0,4319
0.0,37.207,2.0,41.58579920735638,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,15.0,4319
0.0,37.207,1.0,41.58579920735638,0.0,0.0,0.558,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,16.0,4319
0.0,37.207,0.0,41.58579920735638,0.0,0.0,0.948,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,17.0,4319
