Soc_B,Soc_Ev,C_EV,profits,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_EV,GR_EV,B_EV,EXT_EV,month,day,hour,horizon
5.4,36.521,-1.0,-889.3986717663304,0.0,0.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,4319
4.6861537894719,36.521,-1.0,-889.3986717663304,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,4319
3.9765395206459164,36.521,-1.0,-889.3986717663304,0.0,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,2.0,4319
3.2774728560374973,36.521,-1.0,-889.3986717663304,0.0,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,3.0,4319
2.659479795008166,36.521,-1.0,-889.3986717663304,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,4.0,4319
1.896242115875566,36.521,-1.0,-889.3986717663304,0.0,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,4319
1.1014483865048397,36.521,-1.0,-889.3986717663304,0.005,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,4319
0.18878376410359454,36.521,-1.0,-889.3986717663304,0.214,0.1793391955606895,0.9616608044393105,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.387,0.0,1.431,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,4319
0.0,36.521,-1.0,-889.3986717663304,2.389,0.0,0.0,0.6920000000000002,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,4319
0.6574000000000001,36.521,-1.0,-889.3986717663304,1.973,0.0,0.0,2.067,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,4319
2.621030278,36.521,-1.0,-889.3986717663304,1.502,0.34299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,4319
2.25989901551181,36.521,-1.0,-889.3986717663304,0.378,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,4319
0.7440417448533447,36.521,-1.0,-889.3986717663304,0.099,0.7068184524191822,1.126181547580818,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.099,0.0,2.2529999999999997,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.005,0.0,2.333,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.927,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.687,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,17.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.091,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,19.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.629,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,20.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.651,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,21.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,22.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,23.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.919,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.683,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,2.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,3.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,4.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,5.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.001,0.0,0.653,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.042,0.0,1.055,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,7.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.245,0.0,1.335,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,8.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.252,0.0,1.363,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,9.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.228,0.0,1.436,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,10.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.23,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,11.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.101,0.0,1.495,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,12.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.132,0.0,1.447,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,13.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.034,0.0,1.634,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,14.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.002,0.0,1.986,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,15.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,3.525,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,16.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.777,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,17.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.632,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,18.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,19.0,4319
0.0,36.521,-1.0,-889.3986717663304,0.0,0.0,0.633,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,20.0,4319
