Soc_B,Soc_Ev,C_EV,profits,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_EV,GR_EV,B_EV,EXT_EV,month,day,hour,horizon
4.5,45.728,-1.0,-414.9014438867886,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,4319
4.2072334210519,45.728,-1.0,-414.9014438867886,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,4319
3.941844046153868,45.728,-1.0,-414.9014438867886,0.0,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,2.0,4319
3.2459363171465334,45.728,-1.0,-414.9014438867886,0.0,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,3.0,4319
1.419523149578769,45.728,-1.0,-414.9014438867886,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,4.0,4319
0.9457963533567817,45.728,-1.0,-414.9014438867886,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,4319
0.533136400517781,45.728,-1.0,-414.9014438867886,0.007,0.5064643861032111,0.03553561389678894,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,6.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.328,0.0,0.10899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.954,0.0,0.0,0.19100000000000006,0.0,0.0,0.0,0.0,0.0,11.0,16.0,8.0,4319
0.18145000000000006,45.728,-1.0,-414.9014438867886,1.533,0.0,0.0,0.6990000000000003,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,4319
0.8454945565000003,45.728,-1.0,-414.9014438867886,0.29,0.0,0.0,2.322,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,4319
3.051369191663305,45.728,-1.0,-414.9014438867886,0.242,0.0,0.0,2.189,0.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,4319
5.130827650587555,45.728,-1.0,-414.9014438867886,0.496,0.0,0.0,0.17400000000000004,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,4319
5.295973725758038,45.728,-1.0,-414.9014438867886,0.384,0.0,0.0,0.04899999999999999,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,4319
5.342364846546265,45.728,-1.0,-414.9014438867886,0.03,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,14.0,4319
5.096941417705519,45.728,-1.0,-414.9014438867886,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,4319
4.653630614725039,45.728,-1.0,-414.9014438867886,0.0,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,4319
4.028227847910297,45.728,-1.0,-414.9014438867886,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,17.0,4319
3.0712648958093096,45.728,-1.0,-414.9014438867886,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,18.0,4319
2.5606464420716852,45.728,-1.0,-414.9014438867886,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,19.0,4319
2.097411727940423,45.728,-1.0,-414.9014438867886,0.0,1.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,20.0,4319
0.6068224897953849,45.728,-1.0,-414.9014438867886,0.0,0.5764640708632154,1.5415359291367845,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,21.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,22.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.237,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,23.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,2.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,3.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,4.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.0,0.0,1.483,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,5.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.028,0.0,1.283,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,4319
0.0,45.728,-1.0,-414.9014438867886,0.398,0.0,0.0,0.6920000000000001,0.0,0.0,0.0,0.0,0.0,11.0,17.0,7.0,4319
